,dep_delay,arr_delay,difference
121401,35.0,37.0,-2.0
121402,1.0,26.0,-25.0
121406,16.0,21.0,-5.0
121407,17.0,34.0,-17.0
121409,11.0,1.0,10.0
121413,16.0,14.0,2.0
121414,40.0,31.0,9.0
121423,3.0,18.0,-15.0
121425,7.0,4.0,3.0
121426,10.0,24.0,-14.0
121430,186.0,179.0,7.0
121439,40.0,8.0,32.0
121442,26.0,3.0,23.0
121446,3.0,-7.0,10.0
121448,9.0,6.0,3.0
121449,23.0,13.0,10.0
121461,1.0,0.0,1.0
121464,2.0,7.0,-5.0
121472,5.0,-14.0,19.0
121473,8.0,-9.0,17.0
121474,49.0,46.0,3.0
121475,29.0,18.0,11.0
121481,7.0,15.0,-8.0
121489,2.0,-8.0,10.0
121491,1.0,-17.0,18.0
121492,16.0,-7.0,23.0
121497,14.0,12.0,2.0
121509,11.0,24.0,-13.0
121519,7.0,1.0,6.0
121522,1.0,-4.0,5.0
121523,4.0,-11.0,15.0
121527,8.0,-6.0,14.0
121534,8.0,-3.0,11.0
121536,20.0,38.0,-18.0
121539,2.0,8.0,-6.0
121554,8.0,15.0,-7.0
121555,19.0,11.0,8.0
121559,6.0,10.0,-4.0
121561,7.0,18.0,-11.0
121564,25.0,13.0,12.0
121565,78.0,62.0,16.0
121566,20.0,10.0,10.0
121568,29.0,26.0,3.0
121586,20.0,58.0,-38.0
121604,12.0,1.0,11.0
121617,51.0,70.0,-19.0
121621,16.0,30.0,-14.0
121624,11.0,-3.0,14.0
121629,12.0,12.0,0.0
121634,8.0,14.0,-6.0
121641,1.0,5.0,-4.0
121645,4.0,-7.0,11.0
121646,18.0,-9.0,27.0
121656,48.0,29.0,19.0
121659,3.0,-3.0,6.0
121660,28.0,8.0,20.0
121662,39.0,27.0,12.0
121670,48.0,31.0,17.0
121677,2.0,-20.0,22.0
121679,1.0,-18.0,19.0
121680,19.0,-11.0,30.0
121681,1.0,15.0,-14.0
121684,12.0,-1.0,13.0
121687,1.0,-14.0,15.0
121696,47.0,56.0,-9.0
121697,21.0,4.0,17.0
121705,22.0,3.0,19.0
121721,2.0,-9.0,11.0
121724,2.0,-3.0,5.0
121740,4.0,15.0,-11.0
121746,18.0,-8.0,26.0
121747,7.0,-11.0,18.0
121750,110.0,98.0,12.0
121756,12.0,6.0,6.0
121763,32.0,51.0,-19.0
121782,9.0,0.0,9.0
121786,11.0,4.0,7.0
121790,210.0,204.0,6.0
121793,6.0,-13.0,19.0
121794,3.0,-14.0,17.0
121795,8.0,11.0,-3.0
121798,7.0,-2.0,9.0
121800,55.0,50.0,5.0
121804,132.0,124.0,8.0
121805,4.0,-7.0,11.0
121807,3.0,-3.0,6.0
121809,31.0,31.0,0.0
121810,243.0,275.0,-32.0
121812,229.0,201.0,28.0
121815,77.0,51.0,26.0
121818,282.0,304.0,-22.0
121824,4.0,-7.0,11.0
121825,43.0,43.0,0.0
121831,23.0,-3.0,26.0
121838,45.0,43.0,2.0
121839,20.0,26.0,-6.0
121847,17.0,9.0,8.0
121856,24.0,26.0,-2.0
121857,19.0,58.0,-39.0
121859,5.0,2.0,3.0
121860,16.0,42.0,-26.0
121863,15.0,28.0,-13.0
121864,1.0,16.0,-15.0
121865,5.0,5.0,0.0
121866,52.0,54.0,-2.0
121867,55.0,55.0,0.0
121868,10.0,8.0,2.0
121869,14.0,17.0,-3.0
121870,22.0,9.0,13.0
121875,1.0,2.0,-1.0
121879,1.0,-9.0,10.0
121883,2.0,-9.0,11.0
121885,99.0,109.0,-10.0
121886,119.0,108.0,11.0
121887,23.0,-3.0,26.0
121890,9.0,23.0,-14.0
121891,6.0,-7.0,13.0
121902,29.0,21.0,8.0
121903,24.0,68.0,-44.0
121905,250.0,232.0,18.0
121913,35.0,34.0,1.0
121939,35.0,16.0,19.0
121949,76.0,65.0,11.0
121950,31.0,80.0,-49.0
121951,57.0,58.0,-1.0
121952,15.0,3.0,12.0
121956,90.0,75.0,15.0
121959,67.0,71.0,-4.0
121960,47.0,32.0,15.0
121974,64.0,58.0,6.0
121980,3.0,-11.0,14.0
121984,3.0,-17.0,20.0
121986,305.0,295.0,10.0
121991,36.0,24.0,12.0
121993,28.0,29.0,-1.0
121994,23.0,23.0,0.0
121997,11.0,4.0,7.0
122006,30.0,4.0,26.0
122012,82.0,84.0,-2.0
122020,65.0,51.0,14.0
122023,2.0,-10.0,12.0
122026,37.0,41.0,-4.0
122036,22.0,12.0,10.0
122038,4.0,20.0,-16.0
122039,30.0,37.0,-7.0
122040,3.0,13.0,-10.0
122044,19.0,19.0,0.0
122046,86.0,77.0,9.0
122047,119.0,109.0,10.0
122050,2.0,-14.0,16.0
122054,51.0,27.0,24.0
122055,24.0,-2.0,26.0
122075,6.0,4.0,2.0
122076,31.0,29.0,2.0
122077,1.0,-1.0,2.0
122082,21.0,16.0,5.0
122088,92.0,98.0,-6.0
122090,28.0,30.0,-2.0
122092,1.0,5.0,-4.0
122093,1.0,-3.0,4.0
122099,14.0,37.0,-23.0
122104,17.0,13.0,4.0
122105,13.0,7.0,6.0
122108,47.0,53.0,-6.0
122109,5.0,1.0,4.0
122111,70.0,75.0,-5.0
122115,155.0,189.0,-34.0
122116,190.0,205.0,-15.0
122117,37.0,27.0,10.0
122120,98.0,86.0,12.0
122123,19.0,26.0,-7.0
122127,11.0,8.0,3.0
122129,109.0,106.0,3.0
122131,211.0,190.0,21.0
122134,213.0,204.0,9.0
122137,121.0,106.0,15.0
122138,277.0,257.0,20.0
122139,49.0,143.0,-94.0
122143,229.0,241.0,-12.0
122146,44.0,40.0,4.0
122149,33.0,115.0,-82.0
122154,1.0,-6.0,7.0
122155,42.0,34.0,8.0
122156,140.0,124.0,16.0
122160,2.0,10.0,-8.0
122161,8.0,4.0,4.0
122162,9.0,10.0,-1.0
122163,2.0,-3.0,5.0
122165,57.0,47.0,10.0
122166,68.0,58.0,10.0
122168,6.0,-2.0,8.0
122173,134.0,143.0,-9.0
122174,128.0,134.0,-6.0
122177,120.0,109.0,11.0
122179,151.0,141.0,10.0
122186,5.0,2.0,3.0
122187,24.0,21.0,3.0
122191,6.0,-10.0,16.0
122193,10.0,20.0,-10.0
122196,21.0,21.0,0.0
122197,210.0,200.0,10.0
122208,5.0,-13.0,18.0
122210,7.0,32.0,-25.0
122218,23.0,32.0,-9.0
122219,6.0,7.0,-1.0
122223,52.0,29.0,23.0
122224,13.0,-6.0,19.0
122228,39.0,65.0,-26.0
122230,72.0,72.0,0.0
122234,22.0,21.0,1.0
122236,1.0,18.0,-17.0
122239,26.0,15.0,11.0
122240,39.0,23.0,16.0
122241,23.0,21.0,2.0
122242,3.0,-11.0,14.0
122243,10.0,15.0,-5.0
122250,38.0,33.0,5.0
122251,20.0,1.0,19.0
122252,76.0,114.0,-38.0
122253,110.0,152.0,-42.0
122257,60.0,73.0,-13.0
122259,10.0,-3.0,13.0
122262,13.0,18.0,-5.0
122270,10.0,3.0,7.0
122273,121.0,121.0,0.0
122274,62.0,114.0,-52.0
122279,38.0,42.0,-4.0
122289,106.0,91.0,15.0
122293,86.0,97.0,-11.0
122301,11.0,3.0,8.0
122305,132.0,120.0,12.0
122306,98.0,106.0,-8.0
122309,1.0,-4.0,5.0
122315,24.0,17.0,7.0
122318,6.0,21.0,-15.0
122322,42.0,37.0,5.0
122326,242.0,239.0,3.0
122328,123.0,112.0,11.0
122330,67.0,63.0,4.0
122338,3.0,3.0,0.0
122341,42.0,38.0,4.0
122342,14.0,-9.0,23.0
122344,4.0,5.0,-1.0
122345,6.0,16.0,-10.0
122346,9.0,7.0,2.0
122347,3.0,11.0,-8.0
122348,7.0,-5.0,12.0
122354,54.0,70.0,-16.0
122355,60.0,47.0,13.0
122357,1.0,43.0,-42.0
122360,37.0,18.0,19.0
122361,54.0,48.0,6.0
122364,24.0,16.0,8.0
122365,8.0,-3.0,11.0
122366,4.0,11.0,-7.0
122369,142.0,133.0,9.0
122373,102.0,99.0,3.0
122374,130.0,109.0,21.0
122380,5.0,-15.0,20.0
122381,6.0,3.0,3.0
122384,42.0,36.0,6.0
122386,39.0,58.0,-19.0
122389,9.0,5.0,4.0
122392,24.0,12.0,12.0
122396,12.0,24.0,-12.0
122398,27.0,12.0,15.0
122403,3.0,-15.0,18.0
122404,21.0,9.0,12.0
122405,78.0,84.0,-6.0
122407,8.0,3.0,5.0
122408,5.0,-15.0,20.0
122410,6.0,-1.0,7.0
122411,65.0,84.0,-19.0
122413,4.0,9.0,-5.0
122414,39.0,13.0,26.0
122415,14.0,19.0,-5.0
122417,30.0,34.0,-4.0
122418,78.0,78.0,0.0
122423,3.0,-12.0,15.0
122424,15.0,9.0,6.0
122428,1.0,-9.0,10.0
122429,14.0,8.0,6.0
122436,60.0,53.0,7.0
122437,2.0,-3.0,5.0
122439,18.0,14.0,4.0
122440,5.0,-1.0,6.0
122443,9.0,-1.0,10.0
122445,122.0,125.0,-3.0
122446,79.0,71.0,8.0
122449,11.0,6.0,5.0
122451,14.0,18.0,-4.0
122452,10.0,0.0,10.0
122453,32.0,23.0,9.0
122456,7.0,1.0,6.0
122457,40.0,38.0,2.0
122458,1.0,-6.0,7.0
122459,2.0,-2.0,4.0
122460,7.0,1.0,6.0
122463,15.0,4.0,11.0
122465,9.0,-5.0,14.0
122466,13.0,9.0,4.0
122467,37.0,37.0,0.0
122469,20.0,15.0,5.0
122470,9.0,5.0,4.0
122471,15.0,11.0,4.0
122473,1.0,5.0,-4.0
122475,22.0,9.0,13.0
122476,64.0,56.0,8.0
122477,2.0,-2.0,4.0
122478,14.0,12.0,2.0
122480,76.0,72.0,4.0
122483,35.0,23.0,12.0
122484,2.0,-6.0,8.0
122485,1.0,-3.0,4.0
122486,161.0,173.0,-12.0
122487,39.0,31.0,8.0
122488,13.0,4.0,9.0
122491,14.0,17.0,-3.0
122492,4.0,4.0,0.0
122493,31.0,0.0,31.0
122495,195.0,167.0,28.0
122496,17.0,28.0,-11.0
122497,28.0,35.0,-7.0
122499,4.0,38.0,-34.0
122501,22.0,5.0,17.0
122502,12.0,22.0,-10.0
122505,2.0,-8.0,10.0
122513,2.0,0.0,2.0
122517,18.0,25.0,-7.0
122518,101.0,78.0,23.0
122527,41.0,23.0,18.0
122529,2.0,16.0,-14.0
122535,8.0,0.0,8.0
122539,55.0,41.0,14.0
122540,35.0,37.0,-2.0
122541,14.0,19.0,-5.0
122543,4.0,12.0,-8.0
122545,2.0,36.0,-34.0
122547,19.0,27.0,-8.0
122549,24.0,40.0,-16.0
122552,17.0,17.0,0.0
122554,46.0,60.0,-14.0
122555,3.0,0.0,3.0
122570,37.0,36.0,1.0
122572,9.0,-2.0,11.0
122575,55.0,51.0,4.0
122579,145.0,149.0,-4.0
122580,138.0,126.0,12.0
122581,45.0,30.0,15.0
122585,278.0,315.0,-37.0
122591,12.0,26.0,-14.0
122592,78.0,72.0,6.0
122594,21.0,3.0,18.0
122595,86.0,88.0,-2.0
122596,57.0,53.0,4.0
122598,461.0,504.0,-43.0
122601,160.0,133.0,27.0
122602,87.0,72.0,15.0
122606,238.0,265.0,-27.0
122609,98.0,79.0,19.0
122616,4.0,-10.0,14.0
122617,12.0,33.0,-21.0
122619,23.0,56.0,-33.0
122621,36.0,59.0,-23.0
122622,110.0,108.0,2.0
122623,44.0,31.0,13.0
122624,310.0,300.0,10.0
122629,9.0,7.0,2.0
122630,3.0,2.0,1.0
122633,7.0,3.0,4.0
122640,33.0,22.0,11.0
122654,16.0,17.0,-1.0
122656,44.0,86.0,-42.0
122657,29.0,28.0,1.0
122658,10.0,23.0,-13.0
122659,43.0,78.0,-35.0
122661,45.0,49.0,-4.0
122666,34.0,74.0,-40.0
122671,70.0,110.0,-40.0
122672,3.0,12.0,-9.0
122676,9.0,3.0,6.0
122678,10.0,8.0,2.0
122679,12.0,16.0,-4.0
122680,17.0,20.0,-3.0
122681,79.0,126.0,-47.0
122682,61.0,52.0,9.0
122683,37.0,35.0,2.0
122684,221.0,230.0,-9.0
122685,1.0,-5.0,6.0
122693,87.0,102.0,-15.0
122694,36.0,59.0,-23.0
122699,11.0,32.0,-21.0
122700,14.0,7.0,7.0
122703,7.0,9.0,-2.0
122706,23.0,4.0,19.0
122707,4.0,5.0,-1.0
122711,23.0,24.0,-1.0
122714,4.0,-2.0,6.0
122722,5.0,3.0,2.0
122740,100.0,87.0,13.0
122742,17.0,5.0,12.0
122746,118.0,109.0,9.0
122747,22.0,18.0,4.0
122752,42.0,32.0,10.0
122754,5.0,-9.0,14.0
122760,31.0,18.0,13.0
122764,5.0,-8.0,13.0
122766,14.0,8.0,6.0
122770,20.0,12.0,8.0
122772,89.0,91.0,-2.0
122775,5.0,-6.0,11.0
122777,16.0,13.0,3.0
122780,4.0,-5.0,9.0
122781,5.0,6.0,-1.0
122782,18.0,2.0,16.0
122783,4.0,-3.0,7.0
122785,19.0,9.0,10.0
122786,8.0,-5.0,13.0
122792,51.0,36.0,15.0
122797,14.0,6.0,8.0
122800,5.0,4.0,1.0
122805,30.0,8.0,22.0
122806,82.0,77.0,5.0
122815,2.0,41.0,-39.0
122818,5.0,-13.0,18.0
122824,2.0,-18.0,20.0
122835,2.0,26.0,-24.0
122836,6.0,-21.0,27.0
122840,14.0,-19.0,33.0
122843,5.0,-6.0,11.0
122844,13.0,-5.0,18.0
122845,6.0,2.0,4.0
122846,21.0,7.0,14.0
122847,63.0,42.0,21.0
122849,6.0,-8.0,14.0
122857,1.0,7.0,-6.0
122860,50.0,45.0,5.0
122861,3.0,13.0,-10.0
122863,3.0,13.0,-10.0
122864,44.0,21.0,23.0
122866,12.0,-2.0,14.0
122885,26.0,15.0,11.0
122887,50.0,34.0,16.0
122888,8.0,-10.0,18.0
122890,41.0,30.0,11.0
122891,26.0,23.0,3.0
122894,23.0,12.0,11.0
122895,30.0,13.0,17.0
122897,44.0,42.0,2.0
122900,86.0,79.0,7.0
122902,26.0,25.0,1.0
122903,13.0,16.0,-3.0
122904,22.0,17.0,5.0
122905,26.0,21.0,5.0
122907,56.0,44.0,12.0
122908,13.0,8.0,5.0
122911,36.0,33.0,3.0
122912,74.0,61.0,13.0
122913,13.0,-3.0,16.0
122915,27.0,27.0,0.0
122917,22.0,17.0,5.0
122918,80.0,73.0,7.0
122923,21.0,12.0,9.0
122924,14.0,18.0,-4.0
122925,102.0,107.0,-5.0
122927,1.0,-5.0,6.0
122928,3.0,2.0,1.0
122930,19.0,12.0,7.0
122934,19.0,26.0,-7.0
122935,10.0,-6.0,16.0
122936,85.0,88.0,-3.0
122937,17.0,10.0,7.0
122938,34.0,26.0,8.0
122939,25.0,22.0,3.0
122940,210.0,210.0,0.0
122942,27.0,25.0,2.0
122944,51.0,42.0,9.0
122945,8.0,9.0,-1.0
122947,27.0,25.0,2.0
122948,60.0,59.0,1.0
122950,7.0,3.0,4.0
122951,54.0,46.0,8.0
122952,3.0,17.0,-14.0
122953,17.0,10.0,7.0
122954,10.0,8.0,2.0
122955,6.0,2.0,4.0
122956,14.0,24.0,-10.0
122957,9.0,34.0,-25.0
122958,39.0,70.0,-31.0
122959,27.0,54.0,-27.0
122960,18.0,34.0,-16.0
122961,15.0,29.0,-14.0
122963,222.0,269.0,-47.0
122964,264.0,295.0,-31.0
122965,77.0,138.0,-61.0
122966,21.0,58.0,-37.0
122967,2.0,0.0,2.0
122968,89.0,85.0,4.0
122969,17.0,5.0,12.0
122972,28.0,40.0,-12.0
122973,73.0,101.0,-28.0
122974,5.0,1.0,4.0
122975,5.0,28.0,-23.0
122983,61.0,98.0,-37.0
122987,65.0,51.0,14.0
122992,7.0,-6.0,13.0
122993,21.0,20.0,1.0
122995,17.0,9.0,8.0
122999,18.0,-9.0,27.0
123001,57.0,36.0,21.0
123017,2.0,-7.0,9.0
123018,2.0,11.0,-9.0
123019,8.0,28.0,-20.0
123020,1.0,-15.0,16.0
123021,13.0,16.0,-3.0
123027,1.0,4.0,-3.0
123028,4.0,5.0,-1.0
123033,1.0,-19.0,20.0
123034,1.0,-19.0,20.0
123039,1.0,-6.0,7.0
123041,2.0,26.0,-24.0
123043,8.0,-3.0,11.0
123047,20.0,15.0,5.0
123056,6.0,-5.0,11.0
123061,3.0,13.0,-10.0
123063,12.0,10.0,2.0
123069,51.0,56.0,-5.0
123070,2.0,-2.0,4.0
123071,38.0,51.0,-13.0
123072,9.0,7.0,2.0
123074,35.0,18.0,17.0
123076,11.0,19.0,-8.0
123081,44.0,42.0,2.0
123082,23.0,33.0,-10.0
123085,13.0,-9.0,22.0
123086,4.0,-3.0,7.0
123091,6.0,7.0,-1.0
123093,27.0,3.0,24.0
123095,4.0,13.0,-9.0
123096,1.0,-11.0,12.0
123097,11.0,-2.0,13.0
123098,12.0,18.0,-6.0
123102,5.0,0.0,5.0
123103,58.0,55.0,3.0
123106,71.0,49.0,22.0
123109,4.0,-1.0,5.0
123110,2.0,-12.0,14.0
123111,9.0,-1.0,10.0
123112,3.0,-11.0,14.0
123115,79.0,63.0,16.0
123118,6.0,9.0,-3.0
123119,25.0,34.0,-9.0
123120,76.0,150.0,-74.0
123121,99.0,132.0,-33.0
123122,7.0,-4.0,11.0
123130,6.0,-18.0,24.0
123143,80.0,58.0,22.0
123147,65.0,34.0,31.0
123149,12.0,21.0,-9.0
123151,16.0,14.0,2.0
123152,70.0,86.0,-16.0
123157,2.0,-2.0,4.0
123160,6.0,18.0,-12.0
123162,6.0,-2.0,8.0
123163,8.0,4.0,4.0
123165,26.0,14.0,12.0
123169,10.0,1.0,9.0
123171,62.0,47.0,15.0
123172,33.0,-10.0,43.0
123178,15.0,9.0,6.0
123180,2.0,11.0,-9.0
123183,18.0,26.0,-8.0
123184,15.0,-4.0,19.0
123187,13.0,-6.0,19.0
123196,21.0,8.0,13.0
123197,38.0,44.0,-6.0
123198,62.0,52.0,10.0
123204,24.0,24.0,0.0
123205,39.0,22.0,17.0
123208,54.0,41.0,13.0
123213,104.0,76.0,28.0
123215,2.0,-18.0,20.0
123217,4.0,-25.0,29.0
123222,16.0,2.0,14.0
123223,8.0,-5.0,13.0
123230,16.0,12.0,4.0
123232,7.0,12.0,-5.0
123233,1.0,31.0,-30.0
123234,16.0,21.0,-5.0
123235,18.0,5.0,13.0
123242,1.0,1.0,0.0
123245,3.0,-1.0,4.0
123249,67.0,47.0,20.0
123250,35.0,12.0,23.0
123251,17.0,8.0,9.0
123253,147.0,131.0,16.0
123254,124.0,104.0,20.0
123255,92.0,134.0,-42.0
123259,29.0,22.0,7.0
123260,33.0,29.0,4.0
123261,23.0,18.0,5.0
123262,373.0,368.0,5.0
123263,357.0,351.0,6.0
123264,6.0,-14.0,20.0
123266,7.0,-3.0,10.0
123268,83.0,71.0,12.0
123277,33.0,25.0,8.0
123278,69.0,60.0,9.0
123282,9.0,0.0,9.0
123283,3.0,12.0,-9.0
123310,30.0,10.0,20.0
123314,11.0,-3.0,14.0
123321,3.0,-14.0,17.0
123330,58.0,62.0,-4.0
123332,1.0,6.0,-5.0
123334,48.0,40.0,8.0
123344,24.0,35.0,-11.0
123352,9.0,8.0,1.0
123361,5.0,8.0,-3.0
123371,95.0,85.0,10.0
123374,93.0,97.0,-4.0
123384,15.0,12.0,3.0
123394,10.0,-12.0,22.0
123400,25.0,23.0,2.0
123403,50.0,36.0,14.0
123405,6.0,0.0,6.0
123406,4.0,-4.0,8.0
123407,11.0,-3.0,14.0
123409,5.0,13.0,-8.0
123413,45.0,41.0,4.0
123414,19.0,10.0,9.0
123415,3.0,-14.0,17.0
123417,7.0,-15.0,22.0
123419,6.0,-15.0,21.0
123421,28.0,31.0,-3.0
123423,13.0,-8.0,21.0
123424,10.0,1.0,9.0
123427,25.0,16.0,9.0
123428,150.0,141.0,9.0
123429,23.0,17.0,6.0
123431,13.0,-1.0,14.0
123437,1.0,12.0,-11.0
123439,39.0,31.0,8.0
123440,181.0,156.0,25.0
123441,2.0,-3.0,5.0
123446,40.0,36.0,4.0
123447,50.0,42.0,8.0
123448,208.0,196.0,12.0
123450,143.0,139.0,4.0
123452,2.0,4.0,-2.0
123453,13.0,9.0,4.0
123454,33.0,30.0,3.0
123456,1.0,-5.0,6.0
123460,305.0,298.0,7.0
123461,3.0,-3.0,6.0
123463,42.0,39.0,3.0
123464,18.0,1.0,17.0
123465,14.0,5.0,9.0
123466,33.0,29.0,4.0
123468,10.0,5.0,5.0
123469,6.0,-3.0,9.0
123470,3.0,-3.0,6.0
123478,11.0,7.0,4.0
123480,4.0,-5.0,9.0
123481,6.0,-14.0,20.0
123482,69.0,73.0,-4.0
123483,147.0,174.0,-27.0
123484,24.0,17.0,7.0
123487,288.0,263.0,25.0
123489,15.0,14.0,1.0
123490,47.0,53.0,-6.0
123491,10.0,3.0,7.0
123493,40.0,34.0,6.0
123494,20.0,12.0,8.0
123495,31.0,25.0,6.0
123496,15.0,-1.0,16.0
123497,13.0,-2.0,15.0
123498,1.0,-13.0,14.0
123501,276.0,268.0,8.0
123502,8.0,25.0,-17.0
123503,23.0,14.0,9.0
123507,26.0,32.0,-6.0
123508,3.0,-25.0,28.0
123510,6.0,-1.0,7.0
123511,44.0,40.0,4.0
123512,80.0,61.0,19.0
123514,2.0,3.0,-1.0
123515,2.0,-6.0,8.0
123524,5.0,-1.0,6.0
123525,16.0,7.0,9.0
123527,1.0,-6.0,7.0
123528,44.0,25.0,19.0
123531,3.0,8.0,-5.0
123534,60.0,74.0,-14.0
123535,86.0,67.0,19.0
123536,76.0,105.0,-29.0
123537,112.0,110.0,2.0
123545,3.0,-15.0,18.0
123551,153.0,128.0,25.0
123553,20.0,19.0,1.0
123554,20.0,37.0,-17.0
123555,46.0,34.0,12.0
123556,30.0,35.0,-5.0
123557,79.0,77.0,2.0
123575,1.0,-11.0,12.0
123582,70.0,64.0,6.0
123583,52.0,56.0,-4.0
123584,6.0,7.0,-1.0
123588,184.0,186.0,-2.0
123589,178.0,152.0,26.0
123594,25.0,5.0,20.0
123599,1.0,-11.0,12.0
123603,44.0,45.0,-1.0
123605,16.0,18.0,-2.0
123620,86.0,83.0,3.0
123621,6.0,2.0,4.0
123632,4.0,-2.0,6.0
123634,3.0,-13.0,16.0
123636,1.0,15.0,-14.0
123637,6.0,-8.0,14.0
123638,7.0,-6.0,13.0
123639,3.0,-8.0,11.0
123641,18.0,-19.0,37.0
123647,11.0,-5.0,16.0
123649,19.0,22.0,-3.0
123650,17.0,13.0,4.0
123655,112.0,95.0,17.0
123662,4.0,2.0,2.0
123664,13.0,3.0,10.0
123669,6.0,6.0,0.0
123670,12.0,3.0,9.0
123674,21.0,21.0,0.0
123675,25.0,11.0,14.0
123676,16.0,4.0,12.0
123680,61.0,43.0,18.0
123689,1.0,-15.0,16.0
123694,1.0,-4.0,5.0
123697,7.0,13.0,-6.0
123705,3.0,-5.0,8.0
123712,3.0,-14.0,17.0
123714,25.0,4.0,21.0
123718,15.0,11.0,4.0
123719,9.0,-12.0,21.0
123720,3.0,-13.0,16.0
123721,12.0,30.0,-18.0
123726,8.0,25.0,-17.0
123729,34.0,18.0,16.0
123736,4.0,6.0,-2.0
123739,12.0,20.0,-8.0
123746,16.0,-2.0,18.0
123747,6.0,44.0,-38.0
123750,4.0,-21.0,25.0
123752,1.0,-2.0,3.0
123753,2.0,7.0,-5.0
123754,2.0,-7.0,9.0
123758,13.0,5.0,8.0
123759,1.0,46.0,-45.0
123765,7.0,-10.0,17.0
123767,265.0,267.0,-2.0
123768,26.0,32.0,-6.0
123799,1.0,-10.0,11.0
123800,6.0,7.0,-1.0
123805,23.0,23.0,0.0
123807,29.0,5.0,24.0
123809,15.0,4.0,11.0
123811,5.0,10.0,-5.0
123816,23.0,39.0,-16.0
123818,15.0,37.0,-22.0
123821,28.0,53.0,-25.0
123823,42.0,32.0,10.0
123826,14.0,21.0,-7.0
123829,60.0,62.0,-2.0
123830,15.0,37.0,-22.0
123831,27.0,10.0,17.0
123832,3.0,4.0,-1.0
123834,61.0,56.0,5.0
123835,41.0,63.0,-22.0
123836,31.0,9.0,22.0
123837,38.0,6.0,32.0
123838,5.0,29.0,-24.0
123840,38.0,6.0,32.0
123842,4.0,2.0,2.0
123847,5.0,-6.0,11.0
123852,4.0,6.0,-2.0
123853,22.0,16.0,6.0
123857,99.0,86.0,13.0
123862,4.0,-4.0,8.0
123864,29.0,19.0,10.0
123865,11.0,10.0,1.0
123866,3.0,3.0,0.0
123869,22.0,15.0,7.0
123875,36.0,24.0,12.0
123876,6.0,-4.0,10.0
123878,5.0,0.0,5.0
123881,13.0,6.0,7.0
123883,6.0,-3.0,9.0
123884,7.0,-2.0,9.0
123891,220.0,206.0,14.0
123894,2.0,-10.0,12.0
123896,6.0,6.0,0.0
123897,9.0,-1.0,10.0
123903,1081.0,1081.0,0.0
123906,14.0,3.0,11.0
123916,2.0,27.0,-25.0
123951,7.0,13.0,-6.0
123956,3.0,-30.0,33.0
123959,101.0,79.0,22.0
123961,37.0,24.0,13.0
123963,2.0,-16.0,18.0
123966,41.0,51.0,-10.0
123969,5.0,5.0,0.0
123970,6.0,3.0,3.0
123989,5.0,-8.0,13.0
123992,7.0,29.0,-22.0
123993,56.0,42.0,14.0
124003,93.0,87.0,6.0
124005,51.0,33.0,18.0
124007,1.0,-12.0,13.0
124011,3.0,3.0,0.0
124013,26.0,19.0,7.0
124014,27.0,19.0,8.0
124015,9.0,0.0,9.0
124017,1.0,42.0,-41.0
124018,91.0,91.0,0.0
124019,190.0,182.0,8.0
124020,12.0,11.0,1.0
124021,1.0,-18.0,19.0
124022,10.0,-7.0,17.0
124023,33.0,24.0,9.0
124025,10.0,-4.0,14.0
124027,8.0,2.0,6.0
124028,5.0,-21.0,26.0
124030,19.0,8.0,11.0
124031,6.0,8.0,-2.0
124032,5.0,-7.0,12.0
124033,3.0,-19.0,22.0
124037,1.0,-14.0,15.0
124038,2.0,-11.0,13.0
124039,54.0,40.0,14.0
124041,9.0,-3.0,12.0
124043,11.0,3.0,8.0
124044,7.0,-6.0,13.0
124045,1.0,-11.0,12.0
124046,10.0,-2.0,12.0
124047,4.0,2.0,2.0
124048,15.0,9.0,6.0
124052,59.0,39.0,20.0
124055,74.0,85.0,-11.0
124056,1.0,-11.0,12.0
124057,25.0,9.0,16.0
124058,1.0,-13.0,14.0
124059,62.0,42.0,20.0
124062,86.0,78.0,8.0
124063,62.0,65.0,-3.0
124064,16.0,8.0,8.0
124065,24.0,27.0,-3.0
124068,46.0,49.0,-3.0
124069,67.0,69.0,-2.0
124070,73.0,75.0,-2.0
124073,64.0,56.0,8.0
124074,40.0,18.0,22.0
124075,2.0,-7.0,9.0
124080,11.0,-2.0,13.0
124083,13.0,29.0,-16.0
124090,171.0,173.0,-2.0
124091,11.0,10.0,1.0
124102,18.0,18.0,0.0
124108,52.0,56.0,-4.0
124109,29.0,37.0,-8.0
124110,30.0,24.0,6.0
124114,15.0,44.0,-29.0
124117,9.0,16.0,-7.0
124119,7.0,3.0,4.0
124136,1.0,-13.0,14.0
124137,29.0,15.0,14.0
124145,9.0,7.0,2.0
124149,103.0,89.0,14.0
124150,6.0,-2.0,8.0
124151,5.0,-4.0,9.0
124152,25.0,18.0,7.0
124154,4.0,-2.0,6.0
124155,16.0,30.0,-14.0
124159,71.0,80.0,-9.0
124160,14.0,4.0,10.0
124161,5.0,6.0,-1.0
124162,44.0,41.0,3.0
124164,8.0,2.0,6.0
124165,229.0,210.0,19.0
124166,1.0,-16.0,17.0
124168,50.0,33.0,17.0
124171,5.0,-15.0,20.0
124173,2.0,-12.0,14.0
124176,1.0,-2.0,3.0
124178,2.0,-1.0,3.0
124180,37.0,30.0,7.0
124181,50.0,47.0,3.0
124182,38.0,35.0,3.0
124187,50.0,35.0,15.0
124195,206.0,211.0,-5.0
124198,6.0,-2.0,8.0
