,crs_dep_time,taxi_out,crs_arr_time,taxi_in
123741,948,9.0,1137,4.0
123742,1212,12.0,1412,8.0
123743,1758,23.0,1814,5.0
123744,1855,13.0,2109,8.0
123745,555,26.0,804,11.0
123746,1522,11.0,1715,4.0
123747,1750,46.0,1952,13.0
123748,615,22.0,736,7.0
123749,1038,15.0,1138,7.0
123750,1235,10.0,1912,11.0
123751,1650,12.0,1943,5.0
123752,1503,15.0,1605,15.0
123753,1355,25.0,1446,4.0
123754,1530,9.0,1626,7.0
123755,728,21.0,855,5.0
123756,935,18.0,1245,10.0
123757,1932,17.0,2115,6.0
123758,1959,10.0,2139,4.0
123759,910,35.0,1050,20.0
123760,1950,12.0,2129,4.0
123761,1613,10.0,1740,7.0
123762,1835,14.0,2145,10.0
123763,600,44.0,900,9.0
123764,1214,11.0,1325,6.0
123765,1405,8.0,1703,9.0
123766,1655,17.0,1841,6.0
123767,815,10.0,1011,13.0
123768,740,25.0,1105,15.0
123769,1700,16.0,1845,6.0
123770,2000,20.0,2250,8.0
123771,525,13.0,637,16.0
123772,700,30.0,844,6.0
123773,1850,12.0,2100,11.0
123774,1530,19.0,1721,6.0
123775,1645,16.0,1810,5.0
123776,1845,11.0,2046,7.0
123777,1318,18.0,1535,5.0
123778,705,23.0,854,8.0
123779,620,24.0,758,7.0
123780,2030,21.0,2159,24.0
123781,2130,11.0,2255,15.0
123782,1420,19.0,1604,6.0
123783,1915,29.0,2057,29.0
123784,615,21.0,647,9.0
123785,1428,12.0,1538,5.0
123786,1957,24.0,2120,7.0
123787,1459,14.0,1639,4.0
123788,600,18.0,737,9.0
123789,750,16.0,900,14.0
123790,525,24.0,649,8.0
123791,830,25.0,920,33.0
123792,1500,26.0,1729,5.0
123793,1900,19.0,2038,6.0
123794,1555,9.0,1700,9.0
123795,1422,36.0,1615,5.0
123796,600,14.0,655,7.0
123797,1405,9.0,1641,7.0
123798,1234,34.0,1352,4.0
123799,1639,28.0,1934,19.0
123800,1315,27.0,1609,6.0
123801,1415,17.0,1552,18.0
123802,1014,46.0,1326,6.0
123803,845,17.0,954,6.0
123804,1025,11.0,1144,8.0
123805,1416,17.0,1424,15.0
123806,1148,44.0,1345,7.0
123807,1318,17.0,1609,12.0
123808,954,53.0,1246,6.0
123809,1110,8.0,1115,11.0
123810,845,59.0,1037,2.0
123811,1914,21.0,1935,15.0
123812,1644,29.0,1845,3.0
123813,1425,9.0,1546,14.0
123814,1219,41.0,1340,4.0
123815,820,45.0,1113,2.0
123816,1143,15.0,1300,20.0
123817,1520,43.0,1749,5.0
123818,1820,27.0,1908,24.0
123819,1240,18.0,1350,39.0
123820,1433,18.0,1550,8.0
123821,1104,21.0,1110,31.0
123822,840,64.0,1031,3.0
123823,1020,11.0,1119,9.0
123824,850,75.0,942,4.0
123825,1304,18.0,1409,10.0
123826,1935,13.0,2121,6.0
123827,843,8.0,1014,7.0
123828,933,16.0,1112,6.0
123829,1051,17.0,1218,8.0
123830,1910,14.0,2232,7.0
123831,1800,13.0,2100,6.0
123832,807,20.0,1052,6.0
123833,1025,7.0,1313,11.0
123834,1007,23.0,1245,11.0
123835,622,25.0,919,15.0
123836,1215,12.0,1455,2.0
123837,1351,11.0,1806,5.0
123838,1020,21.0,1301,6.0
123839,948,14.0,1336,3.0
123840,1324,12.0,1603,5.0
123841,1803,27.0,2125,3.0
123842,827,10.0,1110,6.0
123843,1755,13.0,2026,17.0
123844,1346,21.0,1501,4.0
123845,929,15.0,1312,13.0
123846,1159,20.0,2042,6.0
123847,1503,22.0,1630,6.0
123848,2100,27.0,2221,5.0
123849,1155,15.0,1509,8.0
123850,1200,20.0,2029,4.0
123851,1159,24.0,1457,4.0
123852,1007,20.0,1139,7.0
123853,2205,14.0,37,6.0
123854,438,11.0,746,11.0
123855,2130,9.0,2300,6.0
123856,700,10.0,835,5.0
123857,1130,11.0,1305,6.0
123858,1510,11.0,1645,8.0
123859,900,10.0,1035,16.0
123860,1325,9.0,1500,5.0
123861,1750,16.0,1925,8.0
123862,1750,14.0,1915,2.0
123863,1035,16.0,1200,4.0
123864,1525,11.0,1650,3.0
123865,2045,13.0,2205,4.0
123866,1830,16.0,1950,2.0
123867,745,11.0,905,3.0
123868,1315,,1440,
123869,1705,16.0,1830,2.0
123870,900,11.0,1020,4.0
123871,1945,9.0,2105,2.0
123872,625,19.0,755,32.0
123873,1400,15.0,1520,2.0
123874,1200,12.0,1450,3.0
123875,1020,11.0,1155,3.0
123876,835,13.0,1010,2.0
123877,1720,22.0,1850,4.0
123878,2150,10.0,2320,3.0
123879,620,18.0,800,2.0
123880,2035,14.0,2205,3.0
123881,1430,12.0,1600,3.0
123882,720,11.0,855,4.0
123883,1230,13.0,1405,2.0
123884,1520,9.0,1650,3.0
123885,1014,11.0,1130,12.0
123886,2020,10.0,2120,2.0
123887,702,15.0,815,18.0
123888,1700,21.0,1755,5.0
123889,1820,11.0,1920,4.0
123890,1550,34.0,1717,5.0
123891,1743,13.0,1909,8.0
123892,2200,11.0,2300,3.0
123893,2008,20.0,2124,5.0
123894,1538,13.0,1700,5.0
123895,1353,29.0,1507,2.0
123896,1205,25.0,1317,6.0
123897,1342,6.0,1452,6.0
123898,2211,18.0,2347,3.0
123899,515,4.0,744,3.0
123900,654,7.0,815,6.0
123901,2155,16.0,2256,3.0
123902,1420,10.0,1520,5.0
123903,1545,31.0,1700,7.0
123904,1206,11.0,1310,9.0
123905,945,30.0,1056,3.0
123906,1308,13.0,1350,6.0
123907,2210,14.0,2323,5.0
123908,1732,11.0,1909,7.0
123909,1540,16.0,1707,3.0
123910,600,23.0,751,10.0
123911,610,14.0,709,7.0
123912,700,13.0,758,11.0
123913,825,26.0,952,5.0
123914,2000,18.0,2324,6.0
123915,700,31.0,843,3.0
123916,1540,40.0,1806,26.0
123917,545,26.0,744,9.0
123918,2145,17.0,2324,7.0
123919,1915,53.0,2055,7.0
123920,1215,11.0,1417,27.0
123921,2150,16.0,11,3.0
123922,1705,22.0,1929,5.0
123923,1659,17.0,1920,12.0
123924,1957,11.0,2025,17.0
123925,2038,26.0,2200,10.0
123926,1650,12.0,1825,6.0
123927,1425,18.0,1616,4.0
123928,1250,13.0,1520,4.0
123929,1255,23.0,1603,6.0
123930,1100,14.0,1155,8.0
123931,725,30.0,1118,6.0
123932,1400,20.0,1607,3.0
123933,1745,32.0,2238,4.0
123934,2150,13.0,2259,6.0
123935,1450,24.0,1711,25.0
123936,920,26.0,1103,9.0
123937,1400,15.0,1614,5.0
123938,1420,19.0,1601,9.0
123939,2011,13.0,2200,17.0
123940,1701,29.0,2000,3.0
123941,1535,23.0,1801,8.0
123942,1135,11.0,1332,8.0
123943,1545,11.0,2354,6.0
123944,725,13.0,843,4.0
123945,604,16.0,940,24.0
123946,722,20.0,1302,4.0
123947,1420,19.0,1807,5.0
123948,1755,22.0,2351,3.0
123949,1221,16.0,1447,19.0
123950,730,18.0,1038,8.0
123951,859,31.0,1022,6.0
123952,1500,21.0,1636,5.0
123953,545,12.0,905,7.0
123954,1000,23.0,1303,4.0
123955,535,12.0,842,8.0
123956,1036,9.0,1255,5.0
123957,1715,16.0,1936,15.0
123958,815,41.0,1619,4.0
123959,1422,10.0,1450,2.0
123960,845,36.0,1140,3.0
123961,1528,11.0,1707,2.0
123962,2310,27.0,721,12.0
123963,2331,14.0,728,9.0
123964,1602,26.0,1803,3.0
123965,1930,15.0,2158,27.0
123966,1758,32.0,2013,4.0
123967,945,15.0,1435,5.0
123968,515,12.0,836,7.0
123969,755,30.0,1547,7.0
123970,1855,16.0,2048,7.0
123971,645,13.0,1243,12.0
123972,1617,19.0,1757,6.0
123973,629,8.0,749,4.0
123974,1435,13.0,1747,3.0
123975,1125,17.0,1532,4.0
123976,1957,11.0,2155,6.0
123977,1135,16.0,1932,5.0
123978,914,20.0,1725,5.0
123979,2147,19.0,2258,7.0
123980,2250,24.0,523,3.0
123981,1830,8.0,2130,6.0
123982,1136,14.0,1326,13.0
123983,545,15.0,848,6.0
123984,1442,10.0,1635,5.0
123985,1715,13.0,1826,16.0
123986,545,13.0,642,5.0
123987,805,18.0,1101,16.0
123988,1250,23.0,1443,10.0
123989,1523,11.0,1846,4.0
123990,1052,21.0,1420,7.0
123991,1950,20.0,2107,6.0
123992,1922,26.0,2050,20.0
123993,1304,24.0,1754,9.0
123994,1252,19.0,2100,10.0
123995,1707,20.0,2021,8.0
123996,1400,18.0,1509,7.0
123997,601,17.0,850,9.0
123998,759,12.0,1106,10.0
123999,600,19.0,1415,13.0
124000,1009,27.0,1336,4.0
124001,820,24.0,1427,13.0
124002,630,17.0,1504,8.0
124003,1925,14.0,2040,6.0
124004,915,11.0,1100,7.0
124005,2035,11.0,2220,4.0
124006,1225,9.0,1415,10.0
124007,1525,18.0,1710,4.0
124008,600,14.0,715,6.0
124009,2040,11.0,2200,4.0
124010,1140,9.0,1255,5.0
124011,1455,14.0,1610,5.0
124012,825,28.0,1025,7.0
124013,1555,16.0,1750,9.0
124014,2220,17.0,15,6.0
124015,1040,8.0,1235,3.0
124016,620,8.0,810,6.0
124017,1335,25.0,1525,7.0
124018,1625,17.0,1815,3.0
124019,2010,11.0,2200,7.0
124020,2235,23.0,2330,3.0
124021,1040,8.0,1135,3.0
124022,1645,9.0,1745,2.0
124023,1340,10.0,1455,3.0
124024,600,12.0,710,5.0
124025,1845,9.0,2000,3.0
124026,2025,17.0,2140,3.0
124027,900,7.0,1015,4.0
124028,2200,10.0,2315,3.0
124029,830,10.0,1015,5.0
124030,1555,18.0,1740,5.0
124031,840,24.0,1015,5.0
124032,1855,12.0,1950,5.0
124033,1710,7.0,1855,5.0
124034,605,8.0,750,12.0
124035,730,20.0,915,6.0
124036,1425,14.0,1610,5.0
124037,1015,9.0,1155,5.0
124038,2135,9.0,2315,4.0
124039,2100,8.0,2320,3.0
124040,2255,19.0,110,2.0
124041,920,7.0,1140,4.0
124042,1350,7.0,1610,5.0
124043,1730,10.0,1950,4.0
124044,2220,9.0,130,5.0
124045,940,7.0,1250,5.0
124046,1335,9.0,1645,4.0
124047,1105,7.0,1350,10.0
124048,2255,7.0,140,10.0
124049,1345,6.0,1635,10.0
124050,840,13.0,1135,8.0
124051,1950,15.0,2200,3.0
124052,1920,7.0,2305,3.0
124053,730,14.0,1115,4.0
124054,1510,9.0,1855,4.0
124055,1055,6.0,1435,5.0
124056,845,17.0,1105,3.0
124057,1150,9.0,1405,4.0
124058,2110,10.0,2325,2.0
124059,1545,7.0,1800,2.0
124060,835,19.0,1130,4.0
124061,1945,8.0,2240,31.0
124062,1715,8.0,1920,5.0
124063,1030,18.0,1202,3.0
124064,1339,14.0,1446,6.0
124065,955,26.0,1304,3.0
124066,630,16.0,736,12.0
124067,840,27.0,919,17.0
124068,1031,16.0,1147,15.0
124069,1036,16.0,1202,12.0
124070,845,16.0,1005,5.0
124071,740,20.0,916,2.0
124072,946,21.0,1116,4.0
124073,1335,12.0,1520,3.0
124074,1600,12.0,1756,4.0
124075,1852,10.0,2328,5.0
124076,1925,10.0,2040,24.0
124077,1713,22.0,1822,5.0
124078,1625,17.0,1738,3.0
124079,1809,15.0,1926,9.0
124080,805,14.0,915,13.0
124081,550,13.0,644,11.0
124082,730,13.0,909,5.0
124083,1855,27.0,2354,6.0
124084,1240,13.0,1413,7.0
124085,1850,21.0,1921,24.0
124086,1600,13.0,1811,5.0
124087,1245,9.0,1358,5.0
124088,1055,19.0,1214,3.0
124089,735,18.0,918,3.0
124090,1850,19.0,2058,5.0
124091,945,18.0,1234,7.0
124092,1436,13.0,1630,5.0
124093,640,13.0,1235,4.0
124094,1255,11.0,1543,4.0
124095,2317,10.0,512,5.0
124096,1850,25.0,2112,9.0
124097,1350,24.0,1727,34.0
124098,1220,21.0,1821,9.0
124099,955,16.0,1331,5.0
124100,610,25.0,946,6.0
124101,1950,14.0,2135,6.0
124102,1825,18.0,2018,7.0
124103,1530,17.0,1908,7.0
124104,600,23.0,750,7.0
124105,1002,11.0,1605,10.0
124106,1715,17.0,1938,4.0
124107,1536,26.0,1758,7.0
124108,940,16.0,1049,13.0
124109,740,36.0,844,3.0
124110,1141,19.0,1444,8.0
124111,1920,13.0,2145,13.0
124112,2200,18.0,2303,4.0
124113,500,15.0,610,25.0
124114,800,42.0,1044,6.0
124115,600,19.0,817,6.0
124116,2325,22.0,21,3.0
124117,550,10.0,700,25.0
124118,2003,10.0,2059,19.0
124119,1915,17.0,2228,9.0
124120,1150,15.0,1240,4.0
124121,1630,14.0,1754,9.0
124122,1357,15.0,1609,6.0
124123,1420,64.0,1637,6.0
124124,740,26.0,940,9.0
124125,1745,16.0,2321,4.0
124126,1750,26.0,2040,5.0
124127,600,15.0,815,35.0
124128,1730,12.0,1826,19.0
124129,1610,21.0,1725,7.0
124130,948,25.0,1040,8.0
124131,1205,14.0,1413,9.0
124132,837,29.0,953,35.0
124133,825,11.0,1152,4.0
124134,1130,14.0,1327,3.0
124135,1126,21.0,1320,4.0
124136,1210,18.0,1343,3.0
124137,1305,28.0,1710,10.0
124138,1520,27.0,1706,6.0
124139,1530,36.0,1622,6.0
124140,1745,11.0,1924,30.0
124141,1830,29.0,2016,8.0
124142,1435,6.0,1545,8.0
124143,1640,12.0,1756,9.0
124144,1908,24.0,2042,8.0
124145,833,20.0,1119,4.0
124146,1747,17.0,1905,13.0
124147,753,23.0,900,5.0
124148,1410,22.0,1648,3.0
124149,1540,7.0,1700,3.0
124150,1325,6.0,1440,2.0
124151,2020,5.0,2135,1.0
124152,1845,5.0,2000,3.0
124153,950,9.0,1045,3.0
124154,1225,8.0,1320,4.0
124155,1450,27.0,1545,2.0
124156,1825,11.0,1925,2.0
124157,600,8.0,655,3.0
124158,1100,,1255,
124159,1605,11.0,1800,6.0
124160,1725,8.0,1835,5.0
124161,640,9.0,745,6.0
124162,1945,26.0,2135,5.0
124163,1305,13.0,1450,5.0
124164,1125,7.0,1345,13.0
124165,1840,11.0,2100,3.0
124166,625,9.0,845,3.0
124167,800,8.0,1040,4.0
124168,1400,13.0,1640,3.0
124169,1325,15.0,1535,1.0
124170,1230,17.0,1815,4.0
124171,1125,10.0,1500,5.0
124172,600,12.0,930,8.0
124173,1315,10.0,1645,7.0
124174,1540,10.0,1910,6.0
124175,1340,10.0,1950,4.0
124176,1825,7.0,2030,4.0
124177,2050,10.0,2255,3.0
124178,1135,8.0,1550,3.0
124179,745,24.0,930,8.0
124180,1730,7.0,1910,5.0
124181,1825,7.0,1855,5.0
124182,1500,9.0,1530,4.0
124183,540,30.0,645,3.0
124184,1820,8.0,1920,3.0
124185,1140,7.0,1240,4.0
124186,630,31.0,825,2.0
124187,1005,7.0,1130,5.0
124188,1525,11.0,1800,8.0
124189,1055,7.0,1310,2.0
124190,610,28.0,750,4.0
124191,1700,9.0,1840,4.0
124192,1725,6.0,1945,6.0
124193,510,27.0,725,6.0
124194,745,24.0,1000,10.0
124195,1930,7.0,2145,7.0
124196,1245,,1500,
124197,750,26.0,815,4.0
124198,1300,7.0,1325,5.0
124199,1805,12.0,1830,5.0
124200,1625,11.0,1650,5.0
124201,540,36.0,605,5.0
124202,1915,8.0,2045,5.0
124203,645,21.0,920,2.0
124204,1215,10.0,1255,5.0
124205,520,25.0,735,4.0
124206,1235,6.0,1455,3.0
124207,1015,7.0,1218,4.0
124208,530,28.0,648,9.0
124209,1200,12.0,1256,11.0
124210,1550,24.0,1640,4.0
124211,1740,24.0,1837,5.0
124212,2117,20.0,2333,6.0
124213,1820,23.0,2002,15.0
124214,745,15.0,948,5.0
124215,1757,16.0,2014,4.0
124216,900,16.0,917,17.0
124217,755,22.0,815,18.0
124218,1725,11.0,1826,23.0
124219,1835,10.0,1950,11.0
124220,1035,19.0,1135,4.0
124221,1731,28.0,1836,7.0
124222,1400,31.0,1659,4.0
124223,1800,22.0,2100,4.0
124224,825,19.0,920,6.0
124225,1705,29.0,1840,3.0
124226,1710,20.0,1831,8.0
124227,1947,12.0,2044,7.0
124228,1119,18.0,1308,7.0
124229,1335,13.0,1431,11.0
124230,1750,14.0,2051,18.0
124231,1035,9.0,1159,7.0
124232,1920,10.0,2031,7.0
124233,1735,8.0,1850,12.0
124234,1745,22.0,1848,6.0
124235,1320,22.0,1430,15.0
124236,1815,18.0,2059,9.0
124237,1516,14.0,1720,15.0
124238,2055,33.0,2250,6.0
124239,859,21.0,1123,2.0
124240,700,,919,
124241,1035,14.0,1151,5.0
124242,1222,15.0,1337,8.0
124243,2030,11.0,2146,4.0
124244,1231,22.0,1444,2.0
124245,1030,11.0,1123,3.0
124246,720,19.0,921,5.0
124247,1235,10.0,1418,10.0
124248,817,17.0,943,6.0
124249,2215,14.0,2331,4.0
124250,1840,29.0,1929,3.0
124251,500,13.0,624,16.0
124252,1010,22.0,1153,3.0
124253,951,20.0,1149,6.0
124254,600,31.0,712,3.0
124255,2040,28.0,2253,9.0
124256,810,16.0,1329,15.0
124257,1840,15.0,2136,8.0
124258,2020,16.0,2255,7.0
124259,1825,19.0,2022,5.0
124260,1425,24.0,1616,5.0
124261,1706,11.0,1907,8.0
124262,1620,13.0,2135,9.0
124263,1240,15.0,1530,5.0
124264,1640,16.0,1827,4.0
124265,1232,12.0,1422,6.0
124266,1502,16.0,1701,6.0
124267,2243,25.0,2324,7.0
124268,1258,33.0,1556,7.0
124269,845,14.0,1059,4.0
124270,1200,10.0,1939,12.0
124271,1139,11.0,1324,5.0
124272,1419,12.0,2130,5.0
124273,2245,13.0,526,5.0
124274,2215,23.0,2305,4.0
124275,2128,15.0,2327,12.0
124276,2020,15.0,2218,5.0
124277,2216,22.0,2346,5.0
124278,1550,21.0,2119,5.0
124279,640,12.0,937,13.0
124280,530,15.0,903,5.0
124281,705,12.0,1259,7.0
124282,1700,21.0,2245,21.0
124283,600,13.0,1315,9.0
124284,957,12.0,1429,17.0
124285,1642,21.0,1855,10.0
124286,600,11.0,829,7.0
124287,1059,11.0,1212,4.0
124288,1252,9.0,1555,8.0
124289,1255,18.0,1445,7.0
124290,45,11.0,551,6.0
124291,1210,11.0,1349,3.0
124292,600,17.0,1058,8.0
124293,1545,19.0,1607,4.0
124294,1652,16.0,1917,7.0
124295,1959,12.0,2246,7.0
124296,1045,16.0,1302,5.0
124297,1345,9.0,1532,7.0
124298,940,15.0,1130,7.0
124299,1210,19.0,1407,12.0
124300,715,9.0,1006,7.0
124301,1929,18.0,2235,6.0
124302,630,11.0,900,10.0
124303,705,25.0,740,5.0
124304,615,15.0,1110,20.0
124305,1800,11.0,1910,6.0
124306,700,14.0,1437,8.0
124307,1429,10.0,1629,3.0
124308,700,10.0,933,6.0
124309,2020,10.0,2142,3.0
124310,835,15.0,945,4.0
124311,1040,17.0,1151,7.0
124312,2020,13.0,2304,6.0
124313,1345,13.0,1335,5.0
124314,1418,13.0,1611,6.0
124315,1230,16.0,1446,4.0
124316,1217,9.0,1234,3.0
124317,1312,13.0,1537,7.0
124318,640,20.0,804,5.0
124319,826,37.0,837,13.0
124320,917,13.0,1130,7.0
124321,1235,9.0,1447,9.0
124322,2015,13.0,9,5.0
124323,2020,11.0,2259,9.0
124324,1009,34.0,1200,10.0
124325,940,15.0,1044,2.0
124326,1507,27.0,1604,5.0
124327,1629,14.0,1735,8.0
124328,800,14.0,1003,10.0
124329,2045,17.0,2315,10.0
124330,1154,17.0,1310,6.0
124331,1010,22.0,1119,5.0
124332,1445,7.0,1616,3.0
124333,1710,25.0,1852,6.0
124334,1630,16.0,1939,5.0
124335,1900,42.0,2109,3.0
124336,1430,24.0,1710,10.0
124337,620,13.0,908,7.0
124338,2021,19.0,2342,3.0
124339,1315,14.0,1606,7.0
124340,1125,24.0,1226,3.0
124341,1746,25.0,2052,4.0
124342,1930,17.0,2111,5.0
124343,1327,13.0,1457,8.0
124344,1120,27.0,1302,5.0
124345,500,31.0,640,5.0
124346,1640,15.0,1746,4.0
124347,1825,9.0,1933,5.0
124348,1105,19.0,1230,2.0
124349,1349,10.0,1500,3.0
124350,2047,20.0,2316,3.0
124351,830,21.0,1012,5.0
124352,1940,9.0,2110,7.0
124353,1735,24.0,1912,4.0
124354,705,17.0,857,9.0
124355,2220,15.0,710,7.0
124356,45,17.0,546,4.0
124357,1700,12.0,1937,6.0
124358,841,38.0,1352,4.0
124359,805,11.0,934,4.0
124360,1836,16.0,2113,16.0
124361,1250,15.0,1405,6.0
124362,1050,23.0,1210,6.0
124363,1730,21.0,1906,10.0
124364,1330,16.0,1627,8.0
124365,1655,11.0,1850,6.0
124366,835,20.0,1109,7.0
124367,1005,29.0,1823,29.0
124368,835,13.0,1244,37.0
124369,935,15.0,1233,9.0
124370,955,10.0,1227,3.0
124371,1320,17.0,1945,18.0
124372,705,15.0,1244,4.0
124373,910,22.0,1357,6.0
124374,730,26.0,1000,10.0
124375,1115,17.0,1735,18.0
124376,700,20.0,1306,15.0
124377,630,13.0,1015,66.0
124378,700,17.0,931,5.0
124379,1655,21.0,2154,4.0
124380,715,10.0,823,4.0
124381,710,16.0,932,10.0
124382,1019,18.0,1615,4.0
124383,727,12.0,1204,9.0
124384,657,8.0,815,6.0
124385,1900,15.0,2154,9.0
124386,1815,28.0,2123,5.0
124387,1545,10.0,1655,7.0
124388,2049,38.0,39,6.0
124389,1050,35.0,1924,11.0
124390,705,12.0,1056,2.0
124391,845,13.0,1145,6.0
124392,1448,25.0,1938,5.0
124393,1130,7.0,1317,7.0
124394,900,23.0,1734,5.0
124395,951,19.0,1111,6.0
124396,1813,16.0,1918,5.0
124397,735,15.0,1136,6.0
124398,1005,18.0,1251,8.0
124399,1430,19.0,1745,3.0
124400,1136,10.0,1421,7.0
124401,1027,28.0,1151,8.0
124402,1820,17.0,2154,5.0
124403,640,19.0,935,8.0
124404,1200,19.0,1558,6.0
124405,1700,16.0,1945,5.0
124406,830,25.0,1013,21.0
124407,1641,18.0,1817,8.0
124408,2159,28.0,2356,9.0
124409,1335,8.0,1507,13.0
124410,600,13.0,732,4.0
124411,2315,31.0,518,9.0
124412,1000,17.0,1834,7.0
124413,620,27.0,835,7.0
124414,947,22.0,1744,11.0
124415,820,20.0,935,6.0
124416,1132,29.0,1510,7.0
124417,1040,14.0,1641,17.0
124418,1425,18.0,1835,15.0
124419,710,13.0,857,6.0
124420,1550,16.0,1848,4.0
124421,931,46.0,1234,5.0
124422,1500,20.0,1658,9.0
124423,1901,17.0,2044,6.0
124424,949,15.0,1436,6.0
124425,600,14.0,648,6.0
124426,1620,12.0,1946,33.0
124427,1034,7.0,1410,5.0
124428,1620,16.0,1807,4.0
124429,834,17.0,1709,12.0
124430,1705,15.0,1840,8.0
124431,820,10.0,1605,6.0
124432,635,14.0,1108,7.0
124433,1404,33.0,1616,2.0
124434,1812,45.0,1947,17.0
124435,1145,50.0,1955,9.0
124436,535,16.0,740,5.0
124437,920,26.0,1103,11.0
124438,1407,11.0,1503,8.0
124439,950,23.0,1248,9.0
124440,530,11.0,841,5.0
124441,1045,11.0,1146,2.0
124442,1250,23.0,1527,5.0
124443,1315,13.0,1447,5.0
124444,1540,13.0,1637,5.0
124445,1245,23.0,1425,10.0
124446,1809,16.0,2010,10.0
124447,1930,14.0,2103,5.0
124448,1842,12.0,2125,4.0
124449,805,22.0,1039,6.0
124450,950,38.0,1512,4.0
124451,855,18.0,1132,7.0
124452,600,18.0,650,8.0
124453,825,39.0,1700,12.0
124454,1920,14.0,2104,3.0
124455,1500,9.0,1633,12.0
124456,1750,11.0,1936,8.0
124457,1330,14.0,1626,13.0
124458,925,9.0,1039,8.0
124459,1117,17.0,1235,2.0
124460,820,17.0,1036,5.0
124461,545,21.0,706,6.0
124462,820,21.0,1100,15.0
124463,1620,15.0,1925,11.0
124464,600,17.0,900,8.0
124465,600,18.0,906,18.0
124466,500,13.0,831,5.0
124467,1320,11.0,1443,3.0
124468,656,11.0,955,8.0
124469,1125,24.0,1935,5.0
124470,953,38.0,1514,6.0
124471,1525,32.0,1831,12.0
124472,615,21.0,1435,6.0
124473,1745,19.0,2110,7.0
124474,1410,7.0,1615,2.0
124475,1130,9.0,1915,5.0
124476,1255,11.0,2005,2.0
124477,1435,7.0,1710,3.0
124478,2135,5.0,155,5.0
124479,1220,12.0,1650,3.0
124480,530,10.0,955,5.0
124481,1915,6.0,2345,4.0
124482,1445,7.0,1910,6.0
124483,1015,14.0,1425,3.0
124484,1920,10.0,140,5.0
124485,1020,25.0,1640,4.0
124486,700,15.0,805,3.0
124487,1750,9.0,1850,2.0
124488,800,11.0,910,4.0
124489,1055,16.0,1200,3.0
124490,2155,8.0,2255,4.0
124491,2025,18.0,2130,5.0
124492,1845,10.0,1945,4.0
124493,505,12.0,605,5.0
124494,1300,9.0,1405,11.0
124495,1510,7.0,1610,2.0
124496,1640,29.0,1740,2.0
124497,800,23.0,930,10.0
124498,920,,1055,
124499,1135,17.0,1300,15.0
124500,555,28.0,720,5.0
124501,2155,7.0,2315,8.0
124502,1015,23.0,1145,4.0
124503,1335,6.0,1455,7.0
124504,1805,16.0,2012,9.0
124505,1925,31.0,2130,28.0
124506,559,19.0,833,12.0
124507,700,17.0,945,8.0
124508,800,16.0,1043,11.0
124509,900,26.0,1150,14.0
124510,1000,21.0,1249,9.0
124511,1145,18.0,1426,10.0
124512,1355,22.0,1635,10.0
124513,1222,23.0,1514,7.0
124514,1610,25.0,1849,10.0
124515,1628,22.0,1906,11.0
124516,1740,19.0,2031,11.0
124517,1800,20.0,2043,16.0
124518,1935,24.0,2224,14.0
124519,2010,13.0,2249,12.0
124520,600,18.0,741,4.0
124521,1235,15.0,1422,4.0
124522,1210,15.0,1347,5.0
124523,1730,11.0,1909,7.0
124524,2017,23.0,2156,5.0
124525,1445,14.0,1630,4.0
124526,2005,13.0,2152,3.0
124527,1030,28.0,1308,9.0
124528,1359,25.0,1637,8.0
124529,711,30.0,1034,6.0
124530,1200,16.0,1346,11.0
124531,1806,19.0,1950,6.0
124532,1345,25.0,1713,10.0
124533,1638,11.0,1813,18.0
124534,1718,13.0,2000,4.0
124535,813,31.0,1133,10.0
124536,2152,30.0,131,8.0
124537,2125,35.0,48,16.0
124538,1459,43.0,1820,9.0
124539,1855,14.0,2147,13.0
124540,630,26.0,947,6.0
124541,2005,14.0,2307,3.0
124542,1321,11.0,1600,5.0
124543,1636,10.0,1903,22.0
124544,2039,25.0,3,4.0
124545,1939,8.0,2245,7.0
124546,851,31.0,1008,5.0
124547,2118,18.0,2301,5.0
124548,1436,13.0,1610,11.0
124549,729,22.0,910,2.0
124550,2022,23.0,2154,3.0
124551,1459,37.0,1816,6.0
124552,1935,23.0,2233,9.0
124553,957,8.0,1328,6.0
124554,723,22.0,917,5.0
124555,2112,25.0,2240,14.0
124556,1832,11.0,2001,5.0
124557,1927,9.0,2148,6.0
124558,2252,37.0,207,6.0
124559,1137,19.0,1525,9.0
124560,600,10.0,747,10.0
124561,2152,17.0,2358,9.0
124562,722,10.0,925,4.0
124563,959,9.0,1331,6.0
124564,1747,7.0,1841,4.0
124565,1916,19.0,2027,11.0
124566,1125,15.0,1411,8.0
124567,800,24.0,1041,10.0
124568,2230,23.0,38,4.0
124569,2225,15.0,2340,41.0
124570,1959,15.0,2130,3.0
124571,1130,11.0,1345,7.0
124572,705,10.0,844,5.0
124573,1630,13.0,1822,4.0
124574,1401,17.0,1544,5.0
124575,1935,10.0,2203,4.0
124576,730,27.0,859,11.0
124577,934,20.0,1050,5.0
124578,2147,16.0,2255,3.0
124579,2251,19.0,46,6.0
124580,1421,18.0,1543,3.0
124581,1620,10.0,1928,8.0
124582,1712,14.0,1750,10.0
124583,1830,17.0,2055,10.0
124584,1135,16.0,1723,8.0
124585,600,15.0,837,13.0
124586,2105,10.0,2230,4.0
124587,800,12.0,1011,9.0
124588,2026,17.0,2158,6.0
